respondent_id,xyz_vaccine,seasonal_vaccine
40275,0.11,0.52
40276,0.08,0.8
40277,0.12,0.6
40278,0.53,0.5
40279,0.76,0.94
40280,0.47,0.67
40281,0.16,0.17
40282,0.16,0.4
40283,0.23,0.34
40284,0.03,0.11
40285,0.06,0.11
40286,0.1,0.21
40287,0.35,0.63
40288,0.13,0.23
40289,0.21,0.68
40290,0.02,0.96
40291,0.3,0.87
40292,0.1,0.42
40293,0.16,0.47
40294,0.01,0.17
40295,0.01,0.17
40296,0.06,0.08
40297,0.01,0.09
40298,0.27,0.22
40299,0.12,0.24
40300,0.21,0.39
40301,0.36,0.43
40302,0.58,0.73
40303,0.01,0.09
40304,0.04,0.24
40305,0.23,0.33
40306,0.16,0.57
40307,0.33,0.78
40308,0.26,0.76
40309,0.34,0.46
40310,0.15,0.16
40311,0.11,0.25
40312,0.05,0.16
40313,0.12,0.16
40314,0.05,0.96
40315,0.05,0.21
40316,0.12,0.58
40317,0.08,0.21
40318,0.06,0.29
40319,0.53,0.84
40320,0.04,0.18
40321,0.23,0.27
40322,0.24,0.34
40323,0.05,0.2
40324,0.05,0.21
40325,0.12,0.39
40326,0.12,0.05
40327,0.0,0.08
40328,0.2,0.33
40329,0.05,0.11
40330,0.46,0.66
40331,0.16,0.63
40332,0.08,0.15
40333,0.31,0.4
40334,0.08,0.67
40335,0.42,0.76
40336,0.11,0.21
40337,0.11,0.89
40338,0.15,0.51
40339,0.16,0.41
40340,0.42,0.91
40341,0.45,0.7
40342,0.03,0.13
40343,0.02,0.81
40344,0.42,0.64
40345,0.2,0.16
40346,0.55,0.91
40347,0.35,0.46
40348,0.16,0.38
40349,0.63,0.94
40350,0.17,0.29
40351,0.47,0.8
40352,0.19,0.85
40353,0.15,0.44
40354,0.13,0.55
40355,0.11,0.13
40356,0.24,0.32
40357,0.28,0.78
40358,0.53,0.48
40359,0.12,0.54
40360,0.14,0.12
40361,0.34,0.6
40362,0.05,0.12
40363,0.07,0.17
40364,0.09,0.94
40365,0.31,0.47
40366,0.25,0.31
40367,0.11,0.51
40368,0.15,0.51
40369,0.23,0.26
40370,0.24,0.52
40371,0.14,0.2
40372,0.09,0.1
40373,0.04,0.08
40374,0.47,0.95
40375,0.07,0.78
40376,0.08,0.73
40377,0.59,0.74
40378,0.1,0.36
40379,0.16,0.3
40380,0.15,0.14
40381,0.05,0.85
40382,0.04,0.16
40383,0.14,0.5
40384,0.15,0.87
40385,0.04,0.15
40386,0.1,0.56
40387,0.41,0.46
40388,0.23,0.39
40389,0.77,0.97
40390,0.14,0.53
40391,0.49,0.82
40392,0.02,0.59
40393,0.47,0.7
40394,0.05,0.31
40395,0.1,0.7
40396,0.62,0.83
40397,0.24,0.39
40398,0.61,0.9
40399,0.24,0.77
40400,0.1,0.38
40401,0.08,0.22
40402,0.04,0.19
40403,0.1,0.18
40404,0.05,0.19
40405,0.17,0.87
40406,0.62,0.92
40407,0.35,0.57
40408,0.05,0.28
40409,0.42,0.29
40410,0.06,0.38
40411,0.13,0.3
40412,0.08,0.66
40413,0.13,0.57
40414,0.15,0.75
40415,0.02,0.07
40416,0.15,0.49
40417,0.05,0.1
40418,0.05,0.37
40419,0.04,0.1
40420,0.1,0.78
40421,0.08,0.44
40422,0.68,0.76
40423,0.6,0.66
40424,0.2,0.29
40425,0.24,0.42
40426,0.44,0.62
40427,0.1,0.07
40428,0.24,0.33
40429,0.51,0.82
40430,0.73,0.91
40431,0.02,0.05
40432,0.12,0.26
40433,0.02,0.1
40434,0.06,0.18
40435,0.11,0.67
40436,0.06,0.16
40437,0.11,0.87
40438,0.57,0.74
40439,0.07,0.54
40440,0.03,0.07
40441,0.54,0.33
40442,0.12,0.25
40443,0.08,0.61
40444,0.13,0.14
40445,0.48,0.55
40446,0.08,0.45
40447,0.6,0.57
40448,0.15,0.57
40449,0.22,0.68
40450,0.17,0.13
40451,0.54,0.78
40452,0.1,0.16
40453,0.67,0.92
40454,0.04,0.05
40455,0.73,0.71
40456,0.18,0.37
40457,0.12,0.72
40458,0.1,0.2
40459,0.71,0.91
40460,0.22,0.84
40461,0.06,0.21
40462,0.59,0.89
40463,0.18,0.78
40464,0.1,0.56
40465,0.07,0.34
40466,0.03,0.47
40467,0.43,0.26
40468,0.16,0.77
40469,0.07,0.69
40470,0.14,0.47
40471,0.1,0.27
40472,0.04,0.1
40473,0.08,0.7
40474,0.19,0.36
40475,0.28,0.56
40476,0.16,0.14
40477,0.29,0.48
40478,0.03,0.19
40479,0.15,0.34
40480,0.43,0.53
40481,0.08,0.45
40482,0.56,0.64
40483,0.03,0.14
40484,0.85,0.99
40485,0.18,0.55
40486,0.09,0.1
40487,0.1,0.42
40488,0.6,0.83
40489,0.36,0.46
40490,0.27,0.38
40491,0.11,0.63
40492,0.22,0.73
40493,0.1,0.55
40494,0.03,0.12
40495,0.37,0.53
40496,0.33,0.69
40497,0.07,0.62
40498,0.08,0.46
40499,0.21,0.49
40500,0.05,0.09
40501,0.17,0.48
40502,0.06,0.21
40503,0.03,0.62
40504,0.0,0.0
40505,0.09,0.4
40506,0.05,0.61
40507,0.2,0.81
40508,0.31,0.38
40509,0.09,0.18
40510,0.13,0.93
40511,0.32,0.54
40512,0.59,0.75
40513,0.09,0.57
40514,0.13,0.95
40515,0.14,0.86
40516,0.24,0.8
40517,0.04,0.09
40518,0.06,0.04
40519,0.49,0.5
40520,0.72,0.97
40521,0.51,0.86
40522,0.06,0.83
40523,0.1,0.59
40524,0.06,0.48
40525,0.61,0.82
40526,0.13,0.47
40527,0.62,0.84
40528,0.11,0.11
40529,0.22,0.3
40530,0.07,0.16
40531,0.06,0.48
40532,0.05,0.15
40533,0.56,0.95
40534,0.14,0.33
40535,0.15,0.31
40536,0.04,0.05
40537,0.02,0.18
40538,0.2,0.92
40539,0.07,0.53
40540,0.44,0.65
40541,0.1,0.95
40542,0.09,0.11
40543,0.1,0.12
40544,0.07,0.2
40545,0.11,0.82
40546,0.05,0.18
40547,0.23,0.47
40548,0.08,0.25
40549,0.15,0.71
40550,0.08,0.09
40551,0.1,0.42
40552,0.09,0.69
40553,0.14,0.35
40554,0.61,0.69
40555,0.05,0.33
40556,0.14,0.2
40557,0.11,0.61
40558,0.49,0.61
40559,0.21,0.83
40560,0.22,0.75
40561,0.09,0.36
40562,0.2,0.18
40563,0.04,0.27
40564,0.35,0.56
40565,0.54,0.41
40566,0.19,0.28
40567,0.49,0.71
40568,0.04,0.15
40569,0.16,0.97
40570,0.64,0.59
40571,0.08,0.73
40572,0.13,0.75
40573,0.11,0.38
40574,0.03,0.72
40575,0.56,0.6
40576,0.02,0.03
40577,0.18,0.32
40578,0.15,0.08
40579,0.06,0.28
40580,0.05,0.23
40581,0.22,0.23
40582,0.54,0.92
40583,0.02,0.08
40584,0.22,0.55
40585,0.02,0.15
40586,0.05,0.11
40587,0.3,0.38
40588,0.13,0.67
40589,0.11,0.47
40590,0.41,0.79
40591,0.1,0.88
40592,0.3,0.72
40593,0.01,0.46
40594,0.02,0.06
40595,0.2,0.77
40596,0.09,0.66
40597,0.11,0.98
40598,0.09,0.37
40599,0.08,0.19
40600,0.1,0.37
40601,0.2,0.45
40602,0.04,0.15
40603,0.13,0.39
40604,0.22,0.18
40605,0.63,0.81
40606,0.43,0.5
40607,0.1,0.83
40608,0.08,0.12
40609,0.17,0.27
40610,0.41,0.65
40611,0.02,0.15
40612,0.28,0.63
40613,0.46,0.44
40614,0.11,0.16
40615,0.04,0.16
40616,0.11,0.24
40617,0.14,0.81
40618,0.09,0.13
40619,0.19,0.73
40620,0.38,0.54
40621,0.23,0.24
40622,0.08,0.08
40623,0.22,0.78
40624,0.57,0.92
40625,0.11,0.81
40626,0.03,0.1
40627,0.06,0.48
40628,0.03,0.16
40629,0.17,0.29
40630,0.04,0.24
40631,0.01,0.16
40632,0.47,0.39
40633,0.16,0.29
40634,0.18,0.46
40635,0.15,0.82
40636,0.03,0.52
40637,0.62,0.93
40638,0.03,0.79
40639,0.16,0.48
40640,0.05,0.68
40641,0.11,0.16
40642,0.29,0.37
40643,0.17,0.28
40644,0.11,0.52
40645,0.16,0.19
40646,0.35,0.8
40647,0.45,0.73
40648,0.27,0.76
40649,0.19,0.65
40650,0.79,0.91
40651,0.19,0.69
40652,0.31,0.47
40653,0.13,0.27
40654,0.19,0.23
40655,0.2,0.29
40656,0.02,0.15
40657,0.11,0.58
40658,0.22,0.51
40659,0.06,0.21
40660,0.14,0.34
40661,0.02,0.11
40662,0.74,0.95
40663,0.33,0.51
40664,0.33,0.61
40665,0.13,0.14
40666,0.09,0.34
40667,0.19,0.4
40668,0.04,0.42
40669,0.09,0.27
40670,0.03,0.31
40671,0.44,0.64
40672,0.68,0.83
40673,0.3,0.64
40674,0.16,0.37
40675,0.5,0.76
40676,0.05,0.18
40677,0.06,0.6
40678,0.24,0.13
40679,0.06,0.3
40680,0.08,0.64
40681,0.09,0.75
40682,0.46,0.81
40683,0.1,0.35
40684,0.09,0.4
40685,0.1,0.76
40686,0.14,0.98
40687,0.45,0.49
40688,0.26,0.54
40689,0.81,0.92
40690,0.1,0.37
40691,0.03,0.05
40692,0.29,0.6
40693,0.01,0.76
40694,0.13,0.9
40695,0.06,0.5
40696,0.07,0.07
40697,0.14,0.29
40698,0.09,0.7
40699,0.63,0.89
40700,0.29,0.52
40701,0.49,0.84
40702,0.55,0.47
40703,0.3,0.46
40704,0.51,0.91
40705,0.14,0.27
40706,0.07,0.32
40707,0.65,0.91
40708,0.44,0.75
40709,0.05,0.49
40710,0.51,0.32
40711,0.31,0.82
40712,0.07,0.26
40713,0.19,0.69
40714,0.05,0.1
40715,0.62,0.81
40716,0.11,0.22
40717,0.05,0.21
40718,0.16,0.68
40719,0.06,0.22
40720,0.06,0.55
40721,0.24,0.87
40722,0.14,0.31
40723,0.03,0.11
40724,0.08,0.29
40725,0.04,0.17
40726,0.2,0.25
40727,0.11,0.09
40728,0.07,0.17
40729,0.01,0.31
40730,0.2,0.72
40731,0.06,0.42
40732,0.06,0.1
40733,0.04,0.98
40734,0.05,0.12
40735,0.4,0.56
40736,0.13,0.31
40737,0.11,0.13
40738,0.23,0.81
40739,0.07,0.08
40740,0.07,0.31
40741,0.07,0.1
40742,0.13,0.33
40743,0.47,0.71
40744,0.31,0.55
40745,0.05,0.78
40746,0.02,0.02
40747,0.15,0.39
40748,0.23,0.69
40749,0.11,0.3
40750,0.25,0.2
40751,0.14,0.83
40752,0.14,0.16
40753,0.39,0.77
40754,0.06,0.26
40755,0.12,0.97
40756,0.07,0.33
40757,0.19,0.64
40758,0.39,0.73
40759,0.1,0.32
40760,0.03,0.8
40761,0.67,0.76
40762,0.18,0.58
40763,0.03,0.05
40764,0.2,0.08
40765,0.23,0.52
40766,0.68,0.85
40767,0.03,0.04
40768,0.34,0.35
40769,0.04,0.13
40770,0.05,0.07
40771,0.12,0.3
40772,0.69,0.77
40773,0.08,0.51
40774,0.13,0.72
40775,0.01,0.02
40776,0.14,0.3
40777,0.37,0.55
40778,0.03,0.05
40779,0.17,0.49
40780,0.08,0.94
40781,0.52,0.88
40782,0.43,0.64
40783,0.21,0.38
40784,0.06,0.14
40785,0.05,0.51
40786,0.09,0.3
40787,0.07,0.45
40788,0.07,0.11
40789,0.02,0.25
40790,0.2,0.81
40791,0.03,0.19
40792,0.19,0.35
40793,0.27,0.14
40794,0.25,0.36
40795,0.12,0.38
40796,0.09,0.36
40797,0.2,0.66
40798,0.14,0.77
40799,0.65,0.8
40800,0.03,0.05
40801,0.32,0.21
40802,0.02,0.07
40803,0.43,0.54
40804,0.87,0.95
40805,0.36,0.63
40806,0.19,0.59
40807,0.3,0.25
40808,0.19,0.15
40809,0.06,0.09
40810,0.09,0.25
40811,0.2,0.84
40812,0.11,0.24
40813,0.03,0.15
40814,0.2,0.26
40815,0.04,0.42
40816,0.09,0.3
40817,0.02,0.09
40818,0.08,0.13
40819,0.06,0.92
40820,0.08,0.15
40821,0.08,0.54
40822,0.13,0.44
40823,0.54,0.71
40824,0.05,0.37
40825,0.14,0.73
40826,0.38,0.58
40827,0.08,0.82
40828,0.1,0.21
40829,0.12,0.82
40830,0.09,0.54
40831,0.18,0.55
40832,0.85,0.8
40833,0.81,0.89
40834,0.13,0.18
40835,0.13,0.5
40836,0.07,0.72
40837,0.08,0.12
40838,0.27,0.7
40839,0.35,0.64
40840,0.49,0.79
40841,0.43,0.77
40842,0.36,0.46
40843,0.22,0.67
40844,0.16,0.38
40845,0.11,0.13
40846,0.39,0.77
40847,0.64,0.78
40848,0.3,0.65
40849,0.15,0.91
40850,0.22,0.78
40851,0.12,0.26
40852,0.09,0.12
40853,0.57,0.76
40854,0.26,0.76
40855,0.07,0.85
40856,0.07,0.83
40857,0.73,0.74
40858,0.17,0.23
40859,0.19,0.29
40860,0.64,0.87
40861,0.05,0.41
40862,0.16,0.29
40863,0.12,0.16
40864,0.23,0.76
40865,0.14,0.27
40866,0.14,0.78
40867,0.21,0.7
40868,0.05,0.32
40869,0.35,0.86
40870,0.04,0.12
40871,0.21,0.45
40872,0.14,0.42
40873,0.73,0.77
40874,0.54,0.8
40875,0.29,0.58
40876,0.79,0.82
40877,0.2,0.45
40878,0.08,0.29
40879,0.07,0.87
40880,0.61,0.81
40881,0.15,0.81
40882,0.52,0.9
40883,0.44,0.67
40884,0.03,0.3
40885,0.06,0.9
40886,0.01,0.17
40887,0.12,0.83
40888,0.37,0.64
40889,0.02,0.98
40890,0.04,0.15
40891,0.05,0.4
40892,0.21,0.47
40893,0.52,0.72
40894,0.14,0.21
40895,0.36,0.53
40896,0.12,0.46
40897,0.48,0.7
40898,0.4,0.73
40899,0.15,0.78
40900,0.04,0.16
40901,0.26,0.48
40902,0.4,0.6
40903,0.06,0.22
40904,0.21,0.76
40905,0.47,0.94
40906,0.57,0.84
40907,0.29,0.32
40908,0.15,0.48
40909,0.17,0.6
40910,0.48,0.5
40911,0.06,0.65
40912,0.11,0.19
40913,0.27,0.3
40914,0.69,0.95
40915,0.13,0.55
40916,0.14,0.18
40917,0.1,0.4
40918,0.41,0.31
40919,0.45,0.8
40920,0.02,0.15
40921,0.13,0.46
40922,0.05,0.22
40923,0.11,0.26
40924,0.13,0.2
40925,0.03,0.07
40926,0.43,0.69
40927,0.02,0.27
40928,0.5,0.77
40929,0.08,0.34
40930,0.35,0.96
40931,0.14,0.41
40932,0.43,0.23
40933,0.77,0.77
40934,0.56,1.0
40935,0.07,0.59
40936,0.15,0.55
40937,0.14,0.13
40938,0.01,0.11
40939,0.27,0.76
40940,0.05,0.51
40941,0.06,0.17
40942,0.05,0.51
40943,0.02,0.06
40944,0.16,0.38
40945,0.08,0.52
40946,0.02,0.19
40947,0.04,0.04
40948,0.06,0.27
40949,0.11,0.72
40950,0.15,0.88
40951,0.75,0.91
40952,0.27,0.66
40953,0.06,0.95
40954,0.31,0.91
40955,0.13,0.26
40956,0.12,0.47
40957,0.08,0.19
40958,0.38,0.59
40959,0.25,0.24
40960,0.34,0.62
40961,0.11,0.22
40962,0.41,0.97
40963,0.04,0.11
40964,0.31,0.47
40965,0.62,0.94
40966,0.1,0.42
40967,0.05,0.09
40968,0.23,0.93
40969,0.05,0.53
40970,0.1,0.34
40971,0.04,0.38
40972,0.15,0.39
40973,0.06,0.08
40974,0.38,0.69
40975,0.45,0.63
40976,0.11,0.32
40977,0.15,0.74
40978,0.06,0.09
40979,0.58,0.88
40980,0.12,0.2
40981,0.12,0.53
40982,0.08,0.24
40983,0.37,0.64
40984,0.19,0.14
40985,0.69,0.83
40986,0.02,0.08
40987,0.57,0.76
40988,0.09,0.26
40989,0.09,0.74
40990,0.06,0.21
40991,0.09,0.28
40992,0.11,0.59
40993,0.23,0.39
40994,0.48,0.76
40995,0.0,0.01
40996,0.29,0.84
40997,0.1,0.77
40998,0.14,0.4
40999,0.2,0.38
41000,0.32,0.62
41001,0.03,0.05
41002,0.19,0.8
41003,0.2,0.82
41004,0.14,0.35
41005,0.39,0.51
41006,0.08,0.33
41007,0.23,0.67
41008,0.06,0.56
41009,0.0,0.08
41010,0.19,0.22
41011,0.28,0.68
41012,0.49,0.83
41013,0.43,0.3
41014,0.01,0.04
41015,0.14,0.83
41016,0.09,0.21
41017,0.13,0.47
41018,0.04,0.37
41019,0.07,0.34
41020,0.05,0.9
41021,0.22,0.36
41022,0.11,0.14
41023,0.09,0.72
41024,0.23,0.47
41025,0.06,0.12
41026,0.07,0.1
41027,0.58,0.85
41028,0.14,0.39
41029,0.05,0.22
41030,0.31,0.56
41031,0.52,0.63
41032,0.13,0.71
41033,0.15,0.54
41034,0.57,0.74
41035,0.02,0.72
41036,0.46,0.77
41037,0.08,0.64
41038,0.64,0.76
41039,0.05,0.07
41040,0.02,0.08
41041,0.25,0.27
41042,0.82,0.69
41043,0.17,0.19
41044,0.23,0.32
41045,0.07,0.83
41046,0.07,0.11
41047,0.24,0.18
41048,0.35,0.44
41049,0.12,0.19
41050,0.3,0.34
41051,0.38,0.9
41052,0.15,0.77
41053,0.58,1.0
41054,0.55,0.27
41055,0.06,0.09
41056,0.09,0.18
41057,0.09,0.16
41058,0.1,0.86
41059,0.15,0.28
41060,0.53,0.41
41061,0.29,0.32
41062,0.22,0.84
41063,0.01,0.21
41064,0.13,0.77
41065,0.22,0.22
41066,0.03,0.21
41067,0.14,0.39
41068,0.22,0.67
41069,0.67,0.9
41070,0.39,0.43
41071,0.04,0.26
41072,0.17,0.22
41073,0.18,0.82
41074,0.17,0.37
41075,0.08,0.34
41076,0.35,0.56
41077,0.17,0.18
41078,0.26,0.55
41079,0.09,0.24
41080,0.16,0.34
41081,0.05,0.8
41082,0.4,0.7
41083,0.11,0.5
41084,0.1,0.71
41085,0.18,0.32
41086,0.02,0.19
41087,0.24,0.76
41088,0.42,0.67
41089,0.49,0.75
41090,0.13,0.27
41091,0.75,0.93
41092,0.03,0.31
41093,0.2,0.19
41094,0.02,0.21
41095,0.09,0.42
41096,0.05,0.12
41097,0.14,0.35
41098,0.22,0.22
41099,0.16,0.52
41100,0.31,0.4
41101,0.08,0.34
41102,0.56,0.82
41103,0.02,0.07
41104,0.03,0.14
41105,0.21,0.25
41106,0.19,0.57
41107,0.78,0.9
41108,0.23,0.83
41109,0.42,0.52
41110,0.46,0.57
41111,0.03,0.57
41112,0.1,0.21
41113,0.45,0.77
41114,0.39,0.59
41115,0.23,0.73
41116,0.28,0.32
41117,0.38,0.64
41118,0.28,0.6
41119,0.05,0.44
41120,0.22,0.63
41121,0.26,0.78
41122,0.19,0.26
41123,0.36,0.14
41124,0.17,0.83
41125,0.25,0.42
41126,0.37,0.46
41127,0.26,0.3
41128,0.27,0.53
41129,0.08,0.34
41130,0.07,0.66
41131,0.18,0.3
41132,0.41,0.38
41133,0.11,0.56
41134,0.01,0.16
41135,0.07,0.14
41136,0.25,0.36
41137,0.04,0.1
41138,0.14,0.25
41139,0.58,0.52
41140,0.1,0.34
41141,0.31,0.51
41142,0.17,0.4
41143,0.11,0.5
41144,0.24,0.51
41145,0.49,0.85
41146,0.38,0.4
41147,0.07,0.22
41148,0.05,0.07
41149,0.13,0.09
41150,0.13,0.48
41151,0.06,0.96
41152,0.48,0.85
41153,0.05,0.26
41154,0.06,0.1
41155,0.11,0.37
41156,0.02,0.09
41157,0.04,0.66
41158,0.57,0.57
41159,0.06,0.22
41160,0.19,0.56
41161,0.0,0.04
41162,0.01,0.18
41163,0.09,0.23
41164,0.16,0.6
41165,0.59,0.73
41166,0.2,0.72
41167,0.07,0.86
41168,0.21,0.24
41169,0.02,0.52
41170,0.38,0.61
41171,0.82,0.95
41172,0.2,0.66
41173,0.09,0.08
41174,0.36,0.57
41175,0.06,0.68
41176,0.06,0.15
41177,0.16,0.93
41178,0.12,0.13
41179,0.07,0.22
41180,0.09,0.27
41181,0.48,0.38
41182,0.1,0.33
41183,0.14,0.15
41184,0.19,0.7
41185,0.18,0.26
41186,0.08,0.71
41187,0.07,0.19
41188,0.65,0.82
41189,0.18,0.26
41190,0.45,0.71
41191,0.76,0.57
41192,0.1,0.17
41193,0.31,0.96
41194,0.15,0.34
41195,0.09,0.12
41196,0.37,0.72
41197,0.08,0.23
41198,0.15,0.81
41199,0.23,0.85
41200,0.18,0.09
41201,0.0,0.04
41202,0.61,0.84
41203,0.56,0.63
41204,0.09,0.41
41205,0.06,0.11
41206,0.2,0.12
41207,0.02,0.11
41208,0.24,0.26
41209,0.21,0.68
41210,0.38,0.55
41211,0.09,0.42
41212,0.44,0.7
41213,0.11,0.29
41214,0.78,0.88
41215,0.05,0.48
41216,0.19,0.29
41217,0.07,0.29
41218,0.05,0.18
41219,0.06,0.14
41220,0.09,0.12
41221,0.44,0.66
41222,0.13,0.84
41223,0.72,0.97
41224,0.12,0.76
41225,0.04,0.08
41226,0.48,0.69
41227,0.01,0.13
41228,0.05,0.29
41229,0.19,0.57
41230,0.15,0.48
41231,0.08,0.29
41232,0.04,0.21
41233,0.13,0.63
41234,0.16,0.08
41235,0.69,0.76
41236,0.08,0.34
41237,0.33,0.61
41238,0.62,0.9
41239,0.08,0.02
41240,0.03,0.19
41241,0.32,0.2
41242,0.08,0.22
41243,0.09,0.21
41244,0.07,0.25
41245,0.41,0.48
41246,0.17,0.21
41247,0.19,0.41
41248,0.68,0.66
41249,0.66,0.79
41250,0.1,0.63
41251,0.04,0.48
41252,0.12,0.95
41253,0.7,0.97
41254,0.16,0.09
41255,0.72,0.81
41256,0.29,0.65
41257,0.47,0.65
41258,0.08,0.25
41259,0.19,0.23
41260,0.13,1.0
41261,0.23,0.64
41262,0.26,0.39
41263,0.03,0.27
41264,0.62,0.78
41265,0.1,0.26
41266,0.02,0.04
41267,0.04,0.26
41268,0.07,0.31
41269,0.53,0.84
41270,0.08,0.25
41271,0.35,0.45
41272,0.11,0.06
41273,0.0,0.1
41274,0.28,0.67
41275,0.03,0.18
41276,0.2,0.26
41277,0.24,0.18
41278,0.07,0.43
41279,0.06,0.13
41280,0.18,0.24
41281,0.13,0.6
41282,0.06,0.43
41283,0.08,0.47
41284,0.19,0.62
41285,0.04,0.27
41286,0.05,0.06
41287,0.25,0.53
41288,0.05,0.36
41289,0.25,0.76
41290,0.23,0.16
41291,0.54,0.93
41292,0.21,0.38
41293,0.07,0.1
41294,0.29,0.57
41295,0.15,0.47
41296,0.05,0.14
41297,0.07,0.24
41298,0.2,0.59
41299,0.12,0.24
41300,0.07,0.16
41301,0.23,0.22
41302,0.06,0.57
41303,0.1,0.35
41304,0.32,0.58
41305,0.43,0.56
41306,0.05,0.53
41307,0.17,0.41
41308,0.02,0.26
41309,0.02,0.07
41310,0.58,0.7
41311,0.23,0.55
41312,0.17,0.18
41313,0.19,0.86
41314,0.74,0.83
41315,0.03,0.15
41316,0.17,0.1
41317,0.3,0.58
41318,0.14,0.88
41319,0.06,0.15
41320,0.26,0.37
41321,0.49,0.64
41322,0.26,0.9
41323,0.15,0.3
41324,0.24,0.6
41325,0.12,0.25
41326,0.18,0.41
41327,0.05,0.06
41328,0.17,0.22
41329,0.82,0.93
41330,0.13,0.26
41331,0.15,0.39
41332,0.09,0.92
41333,0.32,0.52
41334,0.06,0.93
41335,0.09,0.36
41336,0.07,0.02
41337,0.44,0.56
41338,0.04,0.19
41339,0.05,0.82
41340,0.77,0.84
41341,0.21,0.64
41342,0.41,0.94
41343,0.41,0.72
41344,0.74,0.96
41345,0.09,0.19
41346,0.0,0.02
41347,0.13,0.17
41348,0.08,0.21
41349,0.01,0.42
41350,0.66,0.89
41351,0.26,0.16
41352,0.66,0.91
41353,0.03,0.13
41354,0.11,0.46
41355,0.07,0.17
41356,0.04,0.96
41357,0.08,0.19
41358,0.13,0.26
41359,0.31,0.41
41360,0.35,0.19
41361,0.23,0.33
41362,0.1,0.39
41363,0.12,0.46
41364,0.09,0.31
41365,0.04,0.47
41366,0.04,0.12
41367,0.03,0.11
41368,0.02,0.77
41369,0.06,0.04
41370,0.12,0.32
41371,0.09,0.16
41372,0.13,0.69
41373,0.07,0.13
41374,0.14,0.25
41375,0.16,0.34
41376,0.25,0.82
41377,0.16,0.32
41378,0.33,0.46
41379,0.04,0.35
41380,0.15,0.68
41381,0.03,0.1
41382,0.2,0.22
41383,0.14,0.4
41384,0.05,0.37
41385,0.12,0.3
41386,0.15,0.27
41387,0.4,0.6
41388,0.05,0.57
41389,0.06,0.26
41390,0.01,0.89
41391,0.63,0.73
41392,0.06,0.19
41393,0.32,0.72
41394,0.15,0.21
41395,0.11,0.34
41396,0.11,0.23
41397,0.13,0.75
41398,0.36,0.51
41399,0.11,0.86
41400,0.21,0.58
41401,0.39,0.8
41402,0.22,0.46
41403,0.1,0.11
41404,0.06,0.98
41405,0.21,0.24
41406,0.23,0.59
41407,0.03,0.65
41408,0.16,0.61
41409,0.27,0.43
41410,0.17,0.43
41411,0.09,0.24
41412,0.03,0.34
41413,0.61,0.83
41414,0.12,0.77
41415,0.13,0.51
41416,0.08,0.35
41417,0.1,0.92
41418,0.37,0.15
41419,0.4,0.84
41420,0.07,0.74
41421,0.93,0.93
41422,0.53,0.57
41423,0.16,0.85
41424,0.11,0.76
41425,0.48,0.75
41426,0.07,0.16
41427,0.12,0.34
41428,0.2,0.73
41429,0.09,0.24
41430,0.12,0.36
41431,0.68,0.82
41432,0.04,0.32
41433,0.36,0.85
41434,0.1,0.26
41435,0.02,0.09
41436,0.34,0.54
41437,0.1,0.5
41438,0.14,0.17
41439,0.05,0.08
41440,0.0,0.13
41441,0.11,0.54
41442,0.26,0.59
41443,0.11,0.17
41444,0.42,0.96
41445,0.11,0.33
41446,0.08,0.6
41447,0.38,0.85
41448,0.05,0.09
41449,0.15,0.79
41450,0.23,0.29
41451,0.09,0.22
41452,0.06,0.77
41453,0.41,0.58
41454,0.69,0.88
41455,0.27,0.59
41456,0.7,0.76
41457,0.03,0.38
41458,0.27,0.35
41459,0.03,0.08
41460,0.23,0.76
41461,0.52,0.96
41462,0.31,0.4
41463,0.27,0.84
41464,0.14,0.36
41465,0.15,0.46
41466,0.17,0.37
41467,0.11,0.53
41468,0.13,0.93
41469,0.53,0.55
41470,0.09,0.36
41471,0.71,0.85
41472,0.18,0.64
41473,0.45,0.82
41474,0.34,0.75
41475,0.1,0.73
41476,0.07,0.29
41477,0.16,0.46
41478,0.11,0.24
41479,0.27,0.49
41480,0.07,0.36
41481,0.05,0.35
41482,0.03,0.07
41483,0.09,0.76
41484,0.04,0.13
41485,0.05,0.09
41486,0.08,0.07
41487,0.56,0.75
41488,0.09,0.19
41489,0.2,0.49
41490,0.02,0.54
41491,0.4,0.68
41492,0.05,0.09
41493,0.49,0.64
41494,0.09,0.87
41495,0.04,0.25
41496,0.08,0.78
41497,0.09,0.45
41498,0.09,0.22
41499,0.24,0.42
41500,0.12,0.16
41501,0.56,0.85
41502,0.1,0.46
41503,0.35,0.35
41504,0.15,0.58
41505,0.06,0.55
41506,0.38,0.22
41507,0.02,0.08
41508,0.04,0.17
41509,0.16,0.21
41510,0.05,0.62
41511,0.25,0.67
41512,0.08,0.37
41513,0.4,0.5
41514,0.14,0.2
41515,0.12,0.44
41516,0.17,0.87
41517,0.05,0.12
41518,0.54,0.52
41519,0.17,0.68
41520,0.24,0.69
41521,0.25,0.76
41522,0.12,0.24
41523,0.06,0.09
41524,0.55,0.69
41525,0.09,0.76
41526,0.14,0.51
41527,0.18,0.23
41528,0.27,0.92
41529,0.2,0.51
41530,0.13,0.16
41531,0.32,0.71
41532,0.4,0.35
41533,0.43,0.64
41534,0.18,0.82
41535,0.1,0.18
41536,0.33,0.84
41537,0.52,0.61
41538,0.5,0.79
41539,0.16,0.71
41540,0.16,0.43
41541,0.66,0.96
41542,0.09,0.27
41543,0.17,0.48
41544,0.29,0.46
